run_label,seed,shuffled_label_control,dataset,true_fraction,predicted_fraction
encoder_seed_2028,2027,True,physionet_grabmyo,0.1676208227932366,0.1428571428571428
encoder_seed_2028,2027,True,physionet_hyser,0.1669551324723738,0.1500465983224604
encoder_seed_2028,2028,True,emg2pose,0.1799202127659574,0.1166223404255319
encoder_seed_2028,2028,True,emg2qwerty,0.119813829787234,0.1388297872340425
encoder_seed_2028,2028,True,harmonic,0.1976063829787234,0.1569148936170212
encoder_seed_2028,2028,True,ninapro_db10_meganepro,0.1682180851063829,0.1386968085106383
encoder_seed_2028,2028,True,physionet_grabmyo,0.1716755319148936,0.1393617021276595
encoder_seed_2028,2028,True,physionet_hyser,0.1627659574468085,0.3095744680851063
encoder_seed_2028,2029,True,emg2pose,0.1868935452116439,0.180002812543946
encoder_seed_2028,2029,True,emg2qwerty,0.1268457319645619,0.2542539727183237
encoder_seed_2028,2029,True,harmonic,0.1511742370974546,0.1224862888482632
encoder_seed_2028,2029,True,ninapro_db10_meganepro,0.1788777949655463,0.1409084516945577
encoder_seed_2028,2029,True,physionet_grabmyo,0.180002812543946,0.1327520742511601
encoder_seed_2028,2029,True,physionet_hyser,0.1762058782168471,0.1695963999437491
encoder_seed_2028,2030,True,emg2pose,0.170974690360797,0.1631663974151858
encoder_seed_2028,2030,True,emg2qwerty,0.1557619816908993,0.1448572967151319
encoder_seed_2028,2030,True,harmonic,0.1743403338718362,0.1731287022078621
encoder_seed_2028,2030,True,ninapro_db10_meganepro,0.165589660743134,0.1204900376952073
encoder_seed_2028,2030,True,physionet_grabmyo,0.1715131933225632,0.1630317716747442
encoder_seed_2028,2030,True,physionet_hyser,0.16182014001077,0.2353257942918686
encoder_seed_2028,2031,True,emg2pose,0.1784134881149806,0.1138750690989496
encoder_seed_2028,2031,True,emg2qwerty,0.1264510779436152,0.1582365948037589
encoder_seed_2028,2031,True,harmonic,0.1782752902155887,0.1308734107241569
encoder_seed_2028,2031,True,ninapro_db10_meganepro,0.1706744057490326,0.1357103372028745
encoder_seed_2028,2031,True,physionet_grabmyo,0.175787728026534,0.2589828634604754
