run_label,seed,shuffled_label_control,true_dataset,pred_dataset,count,row_fraction
encoder_seed_2026,2035,False,emg2pose,ninapro_db10_meganepro,0,0.0
encoder_seed_2026,2035,False,emg2pose,physionet_grabmyo,0,0.0
encoder_seed_2026,2035,False,emg2pose,physionet_hyser,4,0.0029239766081871
encoder_seed_2026,2035,False,emg2qwerty,emg2pose,194,0.2224770642201834
encoder_seed_2026,2035,False,emg2qwerty,emg2qwerty,675,0.7740825688073395
encoder_seed_2026,2035,False,emg2qwerty,harmonic,0,0.0
encoder_seed_2026,2035,False,emg2qwerty,ninapro_db10_meganepro,0,0.0
encoder_seed_2026,2035,False,emg2qwerty,physionet_grabmyo,0,0.0
encoder_seed_2026,2035,False,emg2qwerty,physionet_hyser,3,0.003440366972477
encoder_seed_2026,2035,False,harmonic,emg2pose,0,0.0
encoder_seed_2026,2035,False,harmonic,emg2qwerty,0,0.0
encoder_seed_2026,2035,False,harmonic,harmonic,1466,1.0
encoder_seed_2026,2035,False,harmonic,ninapro_db10_meganepro,0,0.0
encoder_seed_2026,2035,False,harmonic,physionet_grabmyo,0,0.0
encoder_seed_2026,2035,False,harmonic,physionet_hyser,0,0.0
encoder_seed_2026,2035,False,ninapro_db10_meganepro,emg2pose,0,0.0
encoder_seed_2026,2035,False,ninapro_db10_meganepro,emg2qwerty,0,0.0
encoder_seed_2026,2035,False,ninapro_db10_meganepro,harmonic,0,0.0
encoder_seed_2026,2035,False,ninapro_db10_meganepro,ninapro_db10_meganepro,1242,0.9983922829581994
encoder_seed_2026,2035,False,ninapro_db10_meganepro,physionet_grabmyo,2,0.0016077170418006
encoder_seed_2026,2035,False,ninapro_db10_meganepro,physionet_hyser,0,0.0
encoder_seed_2026,2035,False,physionet_grabmyo,emg2pose,0,0.0
encoder_seed_2026,2035,False,physionet_grabmyo,emg2qwerty,0,0.0
encoder_seed_2026,2035,False,physionet_grabmyo,harmonic,0,0.0
encoder_seed_2026,2035,False,physionet_grabmyo,ninapro_db10_meganepro,0,0.0
encoder_seed_2026,2035,False,physionet_grabmyo,physionet_grabmyo,1298,1.0
